5941499,182%,303160,0:23.04,0
a39a103,183%,293204,0:23.82,0
77d7bcb,184%,287880,0:23.16,0
e33f5e6,181%,287112,0:23.17,0
0009ba8,183%,296480,0:23.40,0
ec916f6,183%,283980,0:23.06,0
4f30478,184%,310000,0:24.05,0
3686f5f,183%,303148,0:23.56,0
c64f760,182%,307800,0:22.66,0
13f02f1,182%,287952,0:23.72,0
c89b1c7,183%,283620,0:23.96,0
e08a01a,184%,297048,0:23.88,0
dfc8623,186%,309760,0:22.93,0
e8bf35f,183%,332928,0:23.83,0
a11d8af,183%,285732,0:23.34,0
02e6df3,183%,266904,0:23.62,0
4ced100,188%,290916,0:23.74,0
2134755,183%,289836,0:23.66,0
74fb1c6,186%,275920,0:22.92,0
17bf5d4,184%,271004,0:23.55,0
aba918f,183%,330524,0:23.39,0
28617ea,187%,282956,0:24.06,0
0e1f896,187%,293776,0:23.52,0
f7fb43a,186%,333640,0:23.49,0
3abcc41,182%,298476,0:22.92,0
8affe53,184%,276844,0:23.01,0
ebe20fc,183%,306880,0:23.66,0
a0a7f4b,184%,275532,0:23.65,0
fe80815,184%,289436,0:23.53,0
f350f24,183%,301860,0:23.00,0
e362d16,183%,307588,0:23.90,0
35a13be,182%,296212,0:23.63,0
7278790,187%,292784,0:23.06,0
ae7d53a,183%,279444,0:23.90,0
4bd8f4e,183%,282576,0:23.20,0
36c350d,183%,257132,0:23.47,0
4c5bb5e,184%,387376,0:19.88,0
7ff75eb,181%,309848,0:20.74,0
0127e9f,183%,366832,0:20.22,0
b9ba365,185%,352160,0:20.45,0
1993b8f,185%,334216,0:20.40,0
54dc5a0,183%,393300,0:19.90,0
19ce9be,184%,352748,0:19.98,0
b4194e6,184%,325664,0:20.19,0
b17369b,188%,338616,0:19.86,0
61d09d6,183%,347648,0:20.10,0
6e0d83f,185%,316576,0:20.36,0
c532320,188%,316540,0:20.17,0
c93f7af,182%,324672,0:20.33,0
