5941499,175%,348756,0:14.00,0
a39a103,174%,314376,0:14.08,0
77d7bcb,174%,332540,0:13.76,0
e33f5e6,175%,279032,0:13.95,0
0009ba8,174%,333324,0:13.96,0
ec916f6,180%,341668,0:13.66,0
4f30478,175%,324380,0:13.98,0
3686f5f,177%,323152,0:13.27,0
c64f760,176%,370332,0:14.52,0
13f02f1,175%,340452,0:13.95,0
c89b1c7,175%,334792,0:14.07,0
e08a01a,175%,344592,0:13.75,0
dfc8623,176%,352872,0:13.98,0
e8bf35f,174%,362852,0:14.13,0
a11d8af,176%,317980,0:13.69,0
02e6df3,175%,361752,0:14.01,0
4ced100,178%,338196,0:13.44,0
2134755,176%,340160,0:13.91,0
74fb1c6,174%,429384,0:14.05,0
17bf5d4,175%,320176,0:13.86,0
aba918f,175%,327048,0:14.74,0
28617ea,174%,335244,0:14.10,0
0e1f896,180%,357132,0:13.80,0
f7fb43a,175%,368564,0:14.17,0
3abcc41,180%,339768,0:13.76,0
8affe53,174%,315848,0:13.98,0
ebe20fc,176%,310856,0:13.82,0
a0a7f4b,173%,294548,0:14.19,0
fe80815,173%,354820,0:14.01,0
f350f24,173%,367224,0:14.53,0
e362d16,182%,311848,0:13.66,0
35a13be,175%,429884,0:14.01,0
7278790,170%,320256,0:14.11,0
ae7d53a,171%,314068,0:14.32,0
4bd8f4e,171%,292180,0:13.73,0
36c350d,173%,430292,0:14.24,0
4c5bb5e,173%,335528,0:13.93,0
7ff75eb,171%,329416,0:14.08,0
0127e9f,172%,342124,0:14.20,0
b9ba365,174%,312176,0:13.91,0
1993b8f,175%,395312,0:14.00,0
54dc5a0,175%,352840,0:13.88,0
19ce9be,180%,384192,0:13.36,0
b4194e6,175%,387192,0:14.23,0
b17369b,175%,412664,0:13.86,0
61d09d6,178%,301624,0:13.86,0
6e0d83f,179%,351068,0:13.29,0
c532320,170%,343216,0:14.42,0
c93f7af,163%,341344,0:15.11,0
e7c5dc7,26%,65580,0:18.79,0
cbb087a,28%,65620,0:14.39,0
30a0c23,30%,65536,0:20.64,0
77e1343,30%,63672,0:17.63,0
77e1343,32%,61496,0:20.52,0
523c400,33%,63508,0:20.32,0
9b96118,25%,63568,0:16.12,0
62b9937,42%,65868,0:14.17,0
b55b734,52%,66024,0:11.35,0
6475093,51%,65716,0:11.90,0
e1b8dd9,53%,67896,0:11.58,0
44ebad3,48%,69940,0:12.77,0
a550d71,53%,67672,0:11.35,0
aca081e,42%,65592,0:14.32,0
209816e,44%,67716,0:14.15,0
684d870,53%,67684,0:11.47,0
afc97cb,40%,65936,0:15.87,0
aff43ef,45%,66284,0:14.56,0
5884aa1,53%,67836,0:12.38,0
c779a46,53%,68644,0:11.71,0
ce9a5a9,47%,65048,0:13.94,0
706e32a,55%,64864,0:11.57,0
