678%,335472,0:24.05,0
699%,492520,0:25.01,0
681%,353208,0:24.24,0
695%,355168,0:23.50,0
630%,360188,0:28.50,0
685%,354112,0:21.68,0
c5323200,
647%,392172,0:34.82,0
c5323200,711%,346104,0:19.89,0
