619%,460880,0:19.64,0
667%,474912,0:19.15,0
630%,474260,0:18.87,0
681%,455888,0:16.97,0
648%,463000,0:18.10,0
704%,454120,0:13.83,0
c5323200,
597%,462456,0:26.87,0
c5323200,655%,466560,0:21.16,0
