721%,339748,1:19.80,0
721%,392824,1:20.98,0
726%,416576,1:23.94,0
723%,435140,1:23.97,0
722%,408924,1:21.89,0
714%,415940,1:23.81,0
,
633%,324100,0:31.67,0
,
Command exited with non-zero status 130
217%,97460,0:00.51,130
,
Command exited with non-zero status 130
202%,94332,0:00.45,130
,
Command exited with non-zero status 130
178%,75212,0:00.32,130
,
Command exited with non-zero status 130
201%,97776,0:00.51,130
,
Command exited with non-zero status 130
221%,100720,0:00.54,130
c5323200,
628%,338444,0:30.33,0
